,chemical formula,supercell,phase,i,degeneracy,total energy [eV],ref. total energy [meV/f.u.],directory
254,Hf15LaO31,212,14,15,1,-6625939.82707872,4.9862706661224365,Hf15LaO31_sc212/No14/15
255,Hf15LaO31,212,29,15,1,-6625939.55863268,22.12112420797348,Hf15LaO31_sc212/No29/15
256,Hf15LaO31,212,61,7,1,-6625939.44616411,29.29996913671493,Hf15LaO31_sc212/No61/7
257,Hf15LaO31,212,14,16,1,-6625939.92055325,-0.9801887273788452,Hf15LaO31_sc212/No14/16
258,Hf15LaO31,212,29,16,1,-6625939.37229558,34.01498168706894,Hf15LaO31_sc212/No29/16
259,Hf15LaO31,212,61,8,1,-6625939.844484099,3.875288963317871,Hf15LaO31_sc212/No61/8
260,Hf15LaO31,221,14,17,1,-6625940.42639077,-33.267690062522895,Hf15LaO31_sc221/No14/17
261,Hf15LaO31,221,29,17,1,-6625940.2741892,-23.552696228027344,Hf15LaO31_sc221/No29/17
262,Hf15LaO31,221,61,9,1,-6625940.10873386,-12.991717100143433,Hf15LaO31_sc221/No61/9
263,Hf15LaO31,221,14,18,1,-6625940.44619695,-34.53191429376602,Hf15LaO31_sc221/No14/18
264,Hf15LaO31,221,29,18,1,-6625939.73217664,11.043850183486938,Hf15LaO31_sc221/No29/18
265,Hf15LaO31,221,61,10,1,-6625940.1605062,-16.296334505081177,Hf15LaO31_sc221/No61/10
266,Hf15LaO31,221,14,19,1,-6625939.88984067,0.9801886677742004,Hf15LaO31_sc221/No14/19
267,Hf15LaO31,221,29,19,1,-6625939.655998901,15.906258940696715,Hf15LaO31_sc221/No29/19
268,Hf15LaO31,221,61,11,1,-6625939.67818212,14.490308880805971,Hf15LaO31_sc221/No61/11
269,Hf15LaO31,221,14,20,1,-6625939.86218803,2.7452508211135864,Hf15LaO31_sc221/No14/20
270,Hf15LaO31,221,29,20,1,-6625939.51982732,24.59806203842163,Hf15LaO31_sc221/No29/20
271,Hf15LaO31,221,61,12,1,-6625939.64101299,16.86280655860901,Hf15LaO31_sc221/No61/12
272,Hf15LaO31,221,14,21,1,-6625939.74577974,10.175567269325256,Hf15LaO31_sc221/No14/21
273,Hf15LaO31,221,29,21,1,-6625939.74161838,10.441185891628264,Hf15LaO31_sc221/No29/21
274,Hf15LaO31,221,61,13,1,-6625939.3869889015,33.077110052108765,Hf15LaO31_sc221/No61/13
275,Hf15LaO31,221,14,22,1,-6625939.53511084,23.62251830101013,Hf15LaO31_sc221/No14/22
276,Hf15LaO31,221,29,22,1,-6625939.45007141,29.05056703090668,Hf15LaO31_sc221/No29/22
277,Hf15LaO31,221,61,14,1,-6625939.56870928,21.47793692350388,Hf15LaO31_sc221/No61/14
278,Hf15LaO31,221,14,23,1,-6625939.66085407,15.596354603767395,Hf15LaO31_sc221/No14/23
279,Hf15LaO31,221,29,23,1,-6625939.48014547,27.130946040153503,Hf15LaO31_sc221/No29/23
280,Hf15LaO31,221,61,15,1,-6625939.21306083,44.178901970386505,Hf15LaO31_sc221/No61/15
281,Hf15LaO31,221,14,24,1,-6625939.76675627,8.836639761924744,Hf15LaO31_sc221/No14/24
282,Hf15LaO31,221,29,24,1,-6625939.81452785,5.7873899936676025,Hf15LaO31_sc221/No29/24
283,Hf15LaO31,221,61,16,1,-6625939.77403782,8.371860027313232,Hf15LaO31_sc221/No61/16
284,Hf14La2O32,122,14,1,2,-6441142.34368579,9.763371825218199,Hf14La2O32_sc122/No14/1
285,Hf14La2O32,122,29,1,2,-6441142.46513778,2.172622501850128,Hf14La2O32_sc122/No29/1
286,Hf14La2O32,122,137,1,2,-6441141.32179376,73.63162368535995,Hf14La2O32_sc122/No137/1
287,Hf14La2O32,122,14,2,2,-6441142.62368576,-7.736626327037811,Hf14La2O32_sc122/No14/2
288,Hf14La2O32,122,29,2,2,-6441142.42472952,4.698138654232025,Hf14La2O32_sc122/No29/2
289,Hf14La2O32,122,137,2,4,-6441141.30895065,74.43431812524796,Hf14La2O32_sc122/No137/2
290,Hf14La2O32,122,14,3,1,-6441142.488852,0.6904836893081665,Hf14La2O32_sc122/No14/3
291,Hf14La2O32,122,29,3,1,-6441142.40922257,5.667322993278503,Hf14La2O32_sc122/No29/3
292,Hf14La2O32,122,137,3,2,-6441141.57942399,57.52973431348801,Hf14La2O32_sc122/No137/3
293,Hf14La2O32,122,14,4,2,-6441142.40697318,5.807909846305847,Hf14La2O32_sc122/No14/4
294,Hf14La2O32,122,29,4,2,-6441142.32333019,11.03559684753418,Hf14La2O32_sc122/No29/4
295,Hf14La2O32,122,137,4,8,-6441142.66581108,-10.369458794593813,Hf14La2O32_sc122/No137/4
296,Hf14La2O32,122,14,5,2,-6441143.29694052,-49.81504881381989,Hf14La2O32_sc122/No14/5
297,Hf14La2O32,122,29,5,2,-6441143.12326051,-38.960048139095306,Hf14La2O32_sc122/No29/5
298,Hf14La2O32,122,14,6,2,-6441142.64129727,-8.837345659732819,Hf14La2O32_sc122/No14/6
299,Hf14La2O32,122,29,6,2,-6441142.28180504,13.630918681621553,Hf14La2O32_sc122/No29/6
300,Hf14La2O32,122,137,5,4,-6441141.87533401,39.03535813093185,Hf14La2O32_sc122/No137/5
301,Hf14La2O32,122,14,7,2,-6441142.49989974,0.0,Hf14La2O32_sc122/No14/7
302,Hf14La2O32,122,29,7,2,-6441142.28403675,13.491436839103699,Hf14La2O32_sc122/No29/7
303,Hf14La2O32,122,137,6,4,-6441141.52074613,61.19710063934326,Hf14La2O32_sc122/No137/6
304,Hf14La2O32,122,14,8,1,-6441142.44705655,3.302699327468872,Hf14La2O32_sc122/No14/8
305,Hf14La2O32,122,29,8,2,-6441142.23601132,16.493026196956635,Hf14La2O32_sc122/No29/8
306,Hf14La2O32,122,137,7,4,-6441141.08275308,88.5716661810875,Hf14La2O32_sc122/No137/7
307,Hf14La2O32,122,14,9,1,-6441143.59379159,-68.36824065446854,Hf14La2O32_sc122/No14/9
308,Hf14La2O32,122,14,10,1,-6441142.42813369,4.485378146171571,Hf14La2O32_sc122/No14/10
309,Hf14La2O32,122,29,9,2,-6441142.3105446985,11.834689974784851,Hf14La2O32_sc122/No29/9
310,Hf14La2O32,122,137,8,4,-6441141.35415228,71.60921615362167,Hf14La2O32_sc122/No137/8
311,Hf14La2O32,122,14,11,1,-6441142.5492621,-3.0851476192474365,Hf14La2O32_sc122/No14/11
312,Hf14La2O32,212,14,12,2,-6441142.65317905,-9.579956889152527,Hf14La2O32_sc212/No14/12
313,Hf14La2O32,212,29,10,2,-6441142.5571478,-3.578003823757172,Hf14La2O32_sc212/No29/10
314,Hf14La2O32,212,61,1,2,-6441142.28713965,13.29750555753708,Hf14La2O32_sc212/No61/1
315,Hf14La2O32,212,61,2,2,-6441142.35554946,9.021892428398132,Hf14La2O32_sc212/No61/2
316,Hf14La2O32,212,14,13,1,-6441142.44299929,3.5562780499458317,Hf14La2O32_sc212/No14/13
317,Hf14La2O32,212,29,11,1,-6441142.36631369,8.349128067493439,Hf14La2O32_sc212/No29/11
318,Hf14La2O32,212,137,9,1,-6441141.56520856,58.41819870471954,Hf14La2O32_sc212/No137/9
319,Hf14La2O32,212,14,14,2,-6441142.73747298,-14.84832763671875,Hf14La2O32_sc212/No14/14
320,Hf14La2O32,212,29,12,2,-6441142.28004998,13.74060994386673,Hf14La2O32_sc212/No29/12
321,Hf14La2O32,212,61,3,1,-6441142.35280047,9.193704366683962,Hf14La2O32_sc212/No61/3
322,Hf14La2O32,212,137,10,4,-6441141.69810214,50.112349927425385,Hf14La2O32_sc212/No137/10
323,Hf14La2O32,212,61,4,1,-6441142.06958594,26.89461249113083,Hf14La2O32_sc212/No61/4
324,Hf14La2O32,212,14,15,2,-6441143.17108742,-41.949230015277855,Hf14La2O32_sc212/No14/15
325,Hf14La2O32,212,29,13,2,-6441143.23853971,-46.16499823331833,Hf14La2O32_sc212/No29/13
326,Hf14La2O32,212,61,5,2,-6441142.01966538,30.01464742422104,Hf14La2O32_sc212/No61/5
327,Hf14La2O32,212,137,11,4,-6441142.00501044,30.93058127164841,Hf14La2O32_sc212/No137/11
328,Hf14La2O32,212,14,16,1,-6441142.80464047,-19.046295702457424,Hf14La2O32_sc212/No14/16
329,Hf14La2O32,212,29,14,1,-6441142.38377077,7.25806051492691,Hf14La2O32_sc212/No29/14
330,Hf14La2O32,212,61,6,1,-6441142.06641474,27.092812478542328,Hf14La2O32_sc212/No61/6
331,Hf14La2O32,212,14,17,1,-6441142.42475646,4.69645494222641,Hf14La2O32_sc212/No14/17
332,Hf14La2O32,212,29,15,1,-6441142.33403551,10.366514325141909,Hf14La2O32_sc212/No29/15
333,Hf14La2O32,212,61,7,1,-6441142.15311692,21.6739262342453,Hf14La2O32_sc212/No61/7
334,Hf14La2O32,212,14,18,1,-6441142.87267651,-23.29854822158813,Hf14La2O32_sc212/No14/18
335,Hf14La2O32,212,29,16,1,-6441142.41014709,5.609540522098541,Hf14La2O32_sc212/No29/16
336,Hf14La2O32,212,61,8,1,-6441142.0438264,28.504583656787872,Hf14La2O32_sc212/No61/8
337,Hf14La2O32,212,14,19,1,-6441142.86867756,-23.04861378669739,Hf14La2O32_sc212/No14/19
338,Hf14La2O32,212,29,17,1,-6441142.37733613,7.6602256298065186,Hf14La2O32_sc212/No29/17
339,Hf14La2O32,212,61,9,1,-6441142.02372221,29.761095583438873,Hf14La2O32_sc212/No61/9
340,Hf14La2O32,212,14,20,1,-6441142.49014339,0.6097717881202698,Hf14La2O32_sc212/No14/20
341,Hf14La2O32,212,29,18,2,-6441142.26224133,14.853650569915773,Hf14La2O32_sc212/No29/18
342,Hf14La2O32,212,61,10,1,-6441142.43256188,4.2086161971092215,Hf14La2O32_sc212/No61/10
343,Hf14La2O32,212,14,21,1,-6441142.39889904,6.31254369020462,Hf14La2O32_sc212/No14/21
344,Hf14La2O32,212,61,11,1,-6441142.51301732,-0.8198488354682922,Hf14La2O32_sc212/No61/11
345,Hf14La2O32,212,14,22,1,-6441142.42146679,4.902059316635132,Hf14La2O32_sc212/No14/22
346,Hf14La2O32,212,29,19,2,-6441142.3008961,12.437727391719818,Hf14La2O32_sc212/No29/19
347,Hf14La2O32,212,61,12,1,-6441142.14720473,22.04343801736832,Hf14La2O32_sc212/No61/12
348,Hf14La2O32,212,14,23,1,-6441143.9249460995,-89.06539756059647,Hf14La2O32_sc212/No14/23
349,Hf14La2O32,212,61,13,1,-6441143.52961848,-64.35742139816284,Hf14La2O32_sc212/No61/13
350,Hf14La2O32,221,61,14,1,-6441142.16122448,21.167203664779663,Hf14La2O32_sc221/No61/14
351,Hf14La2O32,221,14,24,1,-6441142.3607658,8.695871233940125,Hf14La2O32_sc221/No14/24
352,Hf14La2O32,221,29,20,1,-6441142.43749755,3.900136888027191,Hf14La2O32_sc221/No29/20
353,Hf14La2O32,221,61,15,1,-6441143.00717895,-31.70495069026947,Hf14La2O32_sc221/No61/15
354,Hf14La2O32,221,14,25,1,-6441142.46439794,2.2188624143600464,Hf14La2O32_sc221/No14/25
355,Hf14La2O32,221,29,21,1,-6441142.33691967,10.186254262924193,Hf14La2O32_sc221/No29/21
356,Hf14La2O32,221,61,16,2,-6441142.11032582,24.348369896411896,Hf14La2O32_sc221/No61/16
357,Hf14La2O32,221,14,26,1,-6441143.16001481,-41.257191896438606,Hf14La2O32_sc221/No14/26
358,Hf14La2O32,221,29,22,1,-6441142.86521574,-22.83225005865097,Hf14La2O32_sc221/No29/22
359,Hf14La2O32,221,14,27,1,-6441142.32386006,11.002479910850523,Hf14La2O32_sc221/No14/27
360,Hf14La2O32,221,29,23,1,-6441142.52714437,-1.702789485454559,Hf14La2O32_sc221/No29/23
361,Hf14La2O32,221,61,17,1,-6441142.13153392,23.02286368608475,Hf14La2O32_sc221/No61/17
362,Hf14La2O32,221,14,28,1,-6441143.20881931,-44.30747318267822,Hf14La2O32_sc221/No14/28
363,Hf14La2O32,221,29,24,1,-6441143.18116456,-42.579051375389106,Hf14La2O32_sc221/No29/24
364,Hf14La2O32,221,61,18,1,-6441142.1937683,19.133214950561523,Hf14La2O32_sc221/No61/18
365,Hf14La2O32,221,14,29,2,-6441142.35727408,8.914103746414186,Hf14La2O32_sc221/No14/29
366,Hf14La2O32,221,29,25,2,-6441142.3140285015,11.61695235967636,Hf14La2O32_sc221/No29/25
367,Hf14La2O32,221,61,19,1,-6441142.01524526,30.29090493917465,Hf14La2O32_sc221/No61/19
368,Hf14La2O32,221,61,20,1,-6441142.0033569,31.03392744064331,Hf14La2O32_sc221/No61/20
369,Hf14La2O32,221,14,30,2,-6441142.5240705,-1.5106725096702576,Hf14La2O32_sc221/No14/30
370,Hf14La2O32,221,29,26,2,-6441142.3238745015,11.001577377319336,Hf14La2O32_sc221/No29/26
371,Hf14La2O32,221,61,21,1,-6441142.19670989,18.94936555624008,Hf14La2O32_sc221/No61/21
372,Hf14La2O32,221,61,22,1,-6441143.08514353,-36.57773691415787,Hf14La2O32_sc221/No61/22
373,Hf14La2O32,221,14,31,1,-6441142.20187211,18.62672680616379,Hf14La2O32_sc221/No14/31
374,Hf14La2O32,221,29,27,1,-6441142.27626982,13.976870000362394,Hf14La2O32_sc221/No29/27
375,Hf14La2O32,221,61,23,2,-6441142.18357605,19.770230591297146,Hf14La2O32_sc221/No61/23
376,Hf14La2O32,221,14,32,1,-6441142.44247039,3.5893343091011047,Hf14La2O32_sc221/No14/32
377,Hf14La2O32,221,29,28,1,-6441142.53006799,-1.8855156302452087,Hf14La2O32_sc221/No29/28
378,Hf14La2O32,221,14,33,1,-6441142.4600078,2.4932461977005005,Hf14La2O32_sc221/No14/33
379,Hf14La2O32,221,29,29,1,-6441142.38304923,7.303156852722168,Hf14La2O32_sc221/No29/29
380,Hf14La2O32,221,61,24,1,-6441142.26023885,14.978805661201475,Hf14La2O32_sc221/No61/24
381,Hf14La2O32,221,14,34,1,-6441142.47799739,1.3688968420028689,Hf14La2O32_sc221/No14/34
382,Hf14La2O32,221,29,30,1,-6441142.33036675,10.595811784267426,Hf14La2O32_sc221/No29/30
383,Hf14La2O32,221,61,25,1,-6441142.23049798,16.837610065937042,Hf14La2O32_sc221/No61/25
384,Hf30LaO64Si,222,14,1,1,-13028815.16155,0.8588374853134155,Hf30LaO64Si_sc222/No14/1
385,Hf30LaO64Si,222,29,1,1,-13028813.9358009,39.163496911525726,Hf30LaO64Si_sc222/No29/1
386,Hf30LaO64Si,222,61,1,1,-13028814.491681801,21.79221880435944,Hf30LaO64Si_sc222/No61/1
387,Hf30LaO64Si,222,137,1,2,-13028813.580020698,50.28162813186646,Hf30LaO64Si_sc222/No137/1
388,Hf30LaO64Si,222,14,2,1,-13028815.1613769,0.8642469644546509,Hf30LaO64Si_sc222/No14/2
389,Hf30LaO64Si,222,29,2,1,-13028814.0431931,35.807490587234504,Hf30LaO64Si_sc222/No29/2
390,Hf30LaO64Si,222,61,2,1,-13028814.3191885,27.18263441324234,Hf30LaO64Si_sc222/No61/2
391,Hf30LaO64Si,222,137,2,1,-13028813.142521301,63.953484416007996,Hf30LaO64Si_sc222/No137/2
392,Hf30LaO64Si,222,14,3,1,-13028815.122241,2.0872438549995422,Hf30LaO64Si_sc222/No14/3
393,Hf30LaO64Si,222,29,3,1,-13028813.903165,40.183368861675255,Hf30LaO64Si_sc222/No29/3
394,Hf30LaO64Si,222,61,3,1,-13028814.479244301,22.18089067935944,Hf30LaO64Si_sc222/No61/3
395,Hf30LaO64Si,222,137,3,2,-13028813.656056,47.90552508831024,Hf30LaO64Si_sc222/No137/3
396,Hf30LaO64Si,222,14,4,1,-13028815.1324163,1.7692656517028809,Hf30LaO64Si_sc222/No14/4
397,Hf30LaO64Si,222,29,4,1,-13028813.917538099,39.734209299087524,Hf30LaO64Si_sc222/No29/4
398,Hf30LaO64Si,222,61,4,1,-13028814.6062226,18.21281880140305,Hf30LaO64Si_sc222/No61/4
399,Hf30LaO64Si,222,14,5,1,-13028815.0681966,3.776131331920624,Hf30LaO64Si_sc222/No14/5
400,Hf30LaO64Si,222,29,5,1,-13028814.171221001,31.806618809700012,Hf30LaO64Si_sc222/No29/5
401,Hf30LaO64Si,222,61,5,1,-13028814.4997602,21.53976881504059,Hf30LaO64Si_sc222/No61/5
402,Hf30LaO64Si,222,137,4,1,-13028812.9174727,70.98625320196152,Hf30LaO64Si_sc222/No137/4
403,Hf30LaO64Si,222,14,6,1,-13028815.3348699,-4.557409346103668,Hf30LaO64Si_sc222/No14/6
404,Hf30LaO64Si,222,29,6,1,-13028813.8699611,41.22099059820175,Hf30LaO64Si_sc222/No29/6
405,Hf30LaO64Si,222,61,6,1,-13028814.7292824,14.367200016975405,Hf30LaO64Si_sc222/No61/6
406,Hf30LaO64Si,222,14,7,1,-13028815.1880929,0.029371798038482663,Hf30LaO64Si_sc222/No14/7
407,Hf30LaO64Si,222,29,7,1,-13028814.079594199,34.669956266880035,Hf30LaO64Si_sc222/No29/7
408,Hf30LaO64Si,222,61,7,1,-13028814.6467428,16.94656246900559,Hf30LaO64Si_sc222/No61/7
409,Hf30LaO64Si,222,137,5,1,-13028813.325696198,58.22926878929138,Hf30LaO64Si_sc222/No137/5
410,Hf30LaO64Si,222,14,8,1,-13028815.3960049,-6.4678781032562265,Hf30LaO64Si_sc222/No14/8
411,Hf30LaO64Si,222,29,8,1,-13028814.1769404,31.6278874874115,Hf30LaO64Si_sc222/No29/8
412,Hf30LaO64Si,222,61,8,1,-13028814.2723042,28.647768795490265,Hf30LaO64Si_sc222/No61/8
413,Hf30LaO64Si,222,137,6,8,-13028814.0357808,36.03912508487701,Hf30LaO64Si_sc222/No137/6
414,Hf30LaO64Si,222,14,9,1,-13028815.0360206,4.781631290912628,Hf30LaO64Si_sc222/No14/9
415,Hf30LaO64Si,222,29,9,1,-13028813.965820698,38.2253782749176,Hf30LaO64Si_sc222/No29/9
416,Hf30LaO64Si,222,61,9,1,-13028814.4487966,23.13238126039505,Hf30LaO64Si_sc222/No61/9
417,Hf30LaO64Si,222,14,10,1,-13028815.2535231,-2.0153218507766724,Hf30LaO64Si_sc222/No14/10
418,Hf30LaO64Si,222,29,10,1,-13028813.7475938,45.04496878385544,Hf30LaO64Si_sc222/No29/10
419,Hf30LaO64Si,222,61,10,1,-13028814.402041499,24.59347814321518,Hf30LaO64Si_sc222/No61/10
420,Hf30LaO64Si,222,14,11,1,-13028815.5533449,-11.384753048419952,Hf30LaO64Si_sc222/No14/11
421,Hf30LaO64Si,222,29,11,1,-13028814.165461501,31.986603140830997,Hf30LaO64Si_sc222/No29/11
422,Hf30LaO64Si,222,61,11,1,-13028814.481091801,22.123156309127808,Hf30LaO64Si_sc222/No61/11
423,Hf30LaO64Si,222,14,12,1,-13028815.1890328,0.0,Hf30LaO64Si_sc222/No14/12
424,Hf30LaO64Si,222,29,12,1,-13028813.904829195,40.131362617015846,Hf30LaO64Si_sc222/No29/12
425,Hf30LaO64Si,222,61,12,1,-13028814.53633,20.396962523460385,Hf30LaO64Si_sc222/No61/12
426,Hf30LaO64Si,222,137,7,8,-13028813.5951764,49.80801248550415,Hf30LaO64Si_sc222/No137/7
427,Hf30LaO64Si,222,14,13,1,-13028815.2123517,-0.7287155389785767,Hf30LaO64Si_sc222/No14/13
428,Hf30LaO64Si,222,29,13,1,-13028814.0324151,36.14430314302445,Hf30LaO64Si_sc222/No29/13
429,Hf30LaO64Si,222,61,13,1,-13028814.4244599,23.89290314912796,Hf30LaO64Si_sc222/No61/13
430,Hf30LaO64Si,222,14,14,1,-13028815.3248643,-4.244734287261963,Hf30LaO64Si_sc222/No14/14
431,Hf30LaO64Si,222,29,14,1,-13028814.3222393,27.087296903133392,Hf30LaO64Si_sc222/No29/14
432,Hf30LaO64Si,222,61,14,1,-13028814.8101101,11.841334402561188,Hf30LaO64Si_sc222/No61/14
433,Hf30LaO64Si,222,14,15,1,-13028815.526650999,-10.550568819046019,Hf30LaO64Si_sc222/No14/15
434,Hf30LaO64Si,222,29,15,1,-13028814.274170699,28.589440643787388,Hf30LaO64Si_sc222/No29/15
435,Hf30LaO64Si,222,61,15,1,-13028814.2045906,30.76381880044937,Hf30LaO64Si_sc222/No61/15
436,Hf30LaO64Si,222,14,16,1,-13028815.0339187,4.847315609455109,Hf30LaO64Si_sc222/No14/16
437,Hf30LaO64Si,222,29,16,1,-13028814.3714536,25.54935002326965,Hf30LaO64Si_sc222/No29/16
438,Hf30LaO64Si,222,61,16,1,-13028814.338778801,26.570437610149387,Hf30LaO64Si_sc222/No61/16
439,Hf30LaO64Si,222,14,17,1,-13028815.1843105,0.14757192134857178,Hf30LaO64Si_sc222/No14/17
440,Hf30LaO64Si,222,29,17,1,-13028814.032382801,36.14531260728836,Hf30LaO64Si_sc222/No29/17
441,Hf30LaO64Si,222,61,17,1,-13028814.560881,19.62974375486374,Hf30LaO64Si_sc222/No61/17
442,Hf30LaO64Si,222,14,18,1,-13028815.2621534,-2.2850187420845027,Hf30LaO64Si_sc222/No14/18
443,Hf30LaO64Si,222,29,18,1,-13028813.6670964,47.56051242351532,Hf30LaO64Si_sc222/No29/18
444,Hf30LaO64Si,222,61,18,1,-13028814.515847301,21.037046909332272,Hf30LaO64Si_sc222/No61/18
445,Hf30LaO64Si,222,14,19,1,-13028815.2521684,-1.9729874134063718,Hf30LaO64Si_sc222/No14/19
446,Hf30LaO64Si,222,29,19,1,-13028814.0290851,36.24836564064026,Hf30LaO64Si_sc222/No29/19
447,Hf30LaO64Si,222,61,19,1,-13028814.4478644,23.16151243448257,Hf30LaO64Si_sc222/No61/19
448,Hf30LaO64Si,222,14,20,1,-13028816.1181274,-29.034206211566925,Hf30LaO64Si_sc222/No14/20
449,Hf30LaO64Si,222,29,20,1,-13028814.6477622,16.914706289768223,Hf30LaO64Si_sc222/No29/20
450,Hf30LaO64Si,222,61,20,1,-13028814.498888198,21.56701880693436,Hf30LaO64Si_sc222/No61/20
451,Hf30LaO64Si,222,14,21,1,-13028815.1835262,0.17208129167556765,Hf30LaO64Si_sc222/No14/21
452,Hf30LaO64Si,222,29,21,1,-13028814.2638505,28.911946833133698,Hf30LaO64Si_sc222/No29/21
453,Hf30LaO64Si,222,61,21,1,-13028814.4701372,22.46548753976822,Hf30LaO64Si_sc222/No61/21
454,Hf30LaO64Si,222,14,22,1,-13028815.331542,-4.453412473201752,Hf30LaO64Si_sc222/No14/22
455,Hf30LaO64Si,222,29,22,1,-13028814.4448984,23.25419998168945,Hf30LaO64Si_sc222/No29/22
456,Hf30LaO64Si,222,61,22,1,-13028814.7478875,13.78579068183899,Hf30LaO64Si_sc222/No61/22
457,Hf30LaO64Si,222,14,23,1,-13028815.107105,2.5602437853813167,Hf30LaO64Si_sc222/No14/23
458,Hf30LaO64Si,222,29,23,1,-13028814.1202452,33.3996125459671,Hf30LaO64Si_sc222/No29/23
459,Hf30LaO64Si,222,61,23,1,-13028814.4904384,21.831074953079227,Hf30LaO64Si_sc222/No61/23
460,Hf30LaO64Si,222,14,24,1,-13028815.1516248,1.1690000891685486,Hf30LaO64Si_sc222/No14/24
461,Hf30LaO64Si,222,29,24,1,-13028813.9985099,37.203840553760536,Hf30LaO64Si_sc222/No29/24
462,Hf30LaO64Si,222,61,24,1,-13028815.4224605,-7.294615626335144,Hf30LaO64Si_sc222/No61/24
463,Hf30LaO64Si,222,137,8,4,-13028814.0362401,36.024771869182594,Hf30LaO64Si_sc222/No137/8
464,Hf30LaO64Si,222,14,25,1,-13028815.2117953,-0.7113280892372131,Hf30LaO64Si_sc222/No14/25
465,Hf30LaO64Si,222,29,25,1,-13028814.0890108,34.375687539577484,Hf30LaO64Si_sc222/No29/25
466,Hf30LaO64Si,222,61,25,1,-13028814.3925006,24.891631245613095,Hf30LaO64Si_sc222/No61/25
467,Hf30LaO64Si,222,14,26,1,-13028815.297876101,-3.401353061199188,Hf30LaO64Si_sc222/No14/26
468,Hf30LaO64Si,222,29,26,1,-13028814.0397922,35.913768827915185,Hf30LaO64Si_sc222/No29/26
469,Hf30LaO64Si,222,61,26,1,-13028814.9065496,8.827599942684174,Hf30LaO64Si_sc222/No61/26
470,Hf30LaO64Si,222,137,9,4,-13028813.5951026,49.81031876802445,Hf30LaO64Si_sc222/No137/9
471,Hf30LaO64Si,222,14,27,1,-13028814.940309599,7.772600054740906,Hf30LaO64Si_sc222/No14/27
472,Hf30LaO64Si,222,29,27,1,-13028814.0817894,34.60135626792908,Hf30LaO64Si_sc222/No29/27
473,Hf30LaO64Si,222,61,27,1,-13028814.4886709,21.886309385299683,Hf30LaO64Si_sc222/No61/27
474,Hf30LaO64Si,222,14,28,1,-13028815.181940699,0.2216281294822693,Hf30LaO64Si_sc222/No14/28
475,Hf30LaO64Si,222,29,28,1,-13028813.9808459,37.7558405995369,Hf30LaO64Si_sc222/No29/28
476,Hf30LaO64Si,222,61,28,1,-13028814.4415466,23.35894376039505,Hf30LaO64Si_sc222/No61/28
477,Hf30LaO64Si,222,14,29,1,-13028815.452210901,-8.224315583705902,Hf30LaO64Si_sc222/No14/29
478,Hf30LaO64Si,222,29,29,1,-13028814.0528036,35.50716245174408,Hf30LaO64Si_sc222/No29/29
479,Hf30LaO64Si,222,61,29,1,-13028814.7895256,12.484600067138672,Hf30LaO64Si_sc222/No61/29
480,Hf30LaO64Si,222,14,30,1,-13028815.219244199,-0.9441062808036804,Hf30LaO64Si_sc222/No14/30
481,Hf30LaO64Si,222,29,30,1,-13028814.2739926,28.595006346702576,Hf30LaO64Si_sc222/No29/30
482,Hf30LaO64Si,222,61,30,1,-13028815.0197466,5.290193736553191,Hf30LaO64Si_sc222/No61/30
483,Hf30LaO64Si,222,14,31,1,-13028815.068238301,3.7748281955718994,Hf30LaO64Si_sc222/No14/31
484,Hf30LaO64Si,222,29,31,1,-13028814.543622801,20.169062554836273,Hf30LaO64Si_sc222/No29/31
485,Hf30LaO64Si,222,61,31,1,-13028814.3790549,25.311809360980988,Hf30LaO64Si_sc222/No61/31
486,Hf30LaO63Si,222,14,1,1,-13026777.7447608,-16.907501101493835,Hf30LaO63Si_sc222/No14/1
487,Hf30LaO63Si,222,29,1,1,-13026776.514837801,21.932172656059265,Hf30LaO63Si_sc222/No29/1
488,Hf30LaO63Si,222,61,1,1,-13026776.9123262,9.37990736961365,Hf30LaO63Si_sc222/No61/1
489,Hf30LaO63Si,222,137,1,8,-13026776.6717455,16.97719258069992,Hf30LaO63Si_sc222/No137/1
490,Hf30LaO63Si,222,14,2,1,-13026777.778841099,-17.983721077442173,Hf30LaO63Si_sc222/No14/2
491,Hf30LaO63Si,222,29,2,1,-13026777.2923886,-2.622063219547272,Hf30LaO63Si_sc222/No29/2
492,Hf30LaO63Si,222,61,2,1,-13026776.951735301,8.135409533977509,Hf30LaO63Si_sc222/No61/2
493,Hf30LaO63Si,222,137,2,8,-13026776.308183199,28.45810735225677,Hf30LaO63Si_sc222/No137/2
494,Hf30LaO63Si,222,14,3,1,-13026777.0900377,3.7679651975631714,Hf30LaO63Si_sc222/No14/3
495,Hf30LaO63Si,222,29,3,1,-13026775.643192,49.45782941579819,Hf30LaO63Si_sc222/No29/3
496,Hf30LaO63Si,222,61,3,1,-13026776.4011071,25.52366840839386,Hf30LaO63Si_sc222/No61/3
497,Hf30LaO63Si,222,137,3,8,-13026776.948430499,8.239771544933317,Hf30LaO63Si_sc222/No137/3
498,Hf30LaO63Si,222,14,4,1,-13026777.5354187,-10.296697974205015,Hf30LaO63Si_sc222/No14/4
499,Hf30LaO63Si,222,29,4,1,-13026775.613603098,50.39221578836441,Hf30LaO63Si_sc222/No29/4
500,Hf30LaO63Si,222,61,4,1,-13026776.0428472,36.83713901042938,Hf30LaO63Si_sc222/No61/4
501,Hf30LaO63Si,222,137,4,8,-13026776.334336698,27.63220739364624,Hf30LaO63Si_sc222/No137/4
